layer,feat_idx,description,explanation_model,type,max_act_approx,frac_nonzero,top_pos_tokens,top_neg_tokens
2,26532,words that are associated with race and identity issues,gpt-4o-mini,oai_token-act-pair,2.045,0.01768430074055989," noun,  abbrev,  spoken,  surname,  prefix","sensors, adies,  simulations,  RTC, RESULTS"
2,26594," references to individuals, particularly in discussions about statistics or outcomes related to them",gpt-4o-mini,oai_token-act-pair,1.036,0.05182965596516927,"¥, Ĺ, ľĵ, ĸ, odor"," Army,  universities,  Member, 
ÂłÂł,  written"
2,26885, instances of explicit adult content or graphic sexual descriptions,gpt-4o-mini,oai_token-act-pair,2.784,0.009406089782714844,"noreply, ii, cum,  fores, 

ĉĉ","·¸, ""}](#, ±, Ł, Ģ"
2,27118, specific references to technical terminology and identifiers,gpt-4o-mini,oai_token-act-pair,3.229,0.008106549580891928,"cdn, tech,  window, blogger, film","uity, iency,  '{, uities,  flavors"
2,27860,"specific names or identifiers, particularly related to places or entities",gpt-4o-mini,oai_token-act-pair,1.826,0.02048174540201823,"Ĵ, ī, ², ³, «","ised, ights, izing, ising, night"
2,27894,verbs related to significant actions or transformations,gpt-4o-mini,oai_token-act-pair,2.794,0.01505947113037109,"upon, ictor, itÃ©s, ĻĤ, ocs","bridge, nier, minded, hof, nement"
2,28096,"the verb ""was"" in various contexts",gpt-4o-mini,oai_token-act-pair,3.623,0.004843076070149739," originally,  unsuccessful,  initially, hes, hers","»¿, ptions, Ħ, ģ, Ī"
2,28185,"proper nouns, particularly names of people and locations",gpt-4o-mini,oai_token-act-pair,3.428,0.002239863077799479,"į, ĻĤ, º, ½, ETHOD"," otherwise,  worse,  late,  yet, agine"
2,28479, terms associated with locations and geographical references,gpt-4o-mini,oai_token-act-pair,3.011,0.01128228505452474,"´, ī, Ļ, ®, ·","aliana, rapeut, ""));, msgstr,  ."""
2,28539," various forms of the word ""from"" in relation to comparisons and origins",gpt-4o-mini,oai_token-act-pair,4.244,0.01556682586669922,"ĥ½, ŀ, ĨĴ, Ĳ, č
                   "," interim, ium, Lett, *(, ered"
2,28804,technical terms and configurations related to system processes and software,gpt-4o-mini,oai_token-act-pair,0.802,0.0439602533976237,"wordpress, ife, affe, inary,  Firstly"," fines, §,  weights,  verd, outs"
2,28827,programming language identifiers and code structure elements,gpt-4o-mini,oai_token-act-pair,1.03,0.05422846476236979,"keit,  nights,  respectively,  outright, lord","Ã¨me, ""}](#,  thesis, journal,  argument"
2,29051,"specific names and terms related to politics, social issues, and health care",gpt-4o-mini,oai_token-act-pair,1.817,0.01918570200602214,"ium, sson,  administration,  Republic, weather"," yours, >(, lickr, >(),  theirs"
2,29052, references to governance and public institutions,gpt-4o-mini,oai_token-act-pair,2.297,0.01258563995361328,"iets, forum, eenth, ifice, emis","ľĵ, ľ, ĻĤ, ĥ, Īĺ"
2,29121, structured data elements and parameters in technical contexts,gpt-4o-mini,oai_token-act-pair,0.85,0.04966831207275391,"+),  respectively, .|, +., $.[]{","Ń, ¶, µ, ³, ĨĴ"
2,29397,conjunctions,gpt-4o-mini,oai_token-act-pair,4.495,0.00353844960530599," outright,  its,  other,  vice,  sexes","¢, ¸, isor, ior, head"
2,29837, technical keywords and symbols related to coding instructions and structures,gpt-4o-mini,oai_token-act-pair,2.241,0.04153855641682943,"®, <|outofrange|>, 
                ,                                           , č
č
           "," "">, amsfonts, :), ttp, gium"
2,29870,"elements related to coding, configurations, and specific technical details about frameworks and libraries",gpt-4o-mini,oai_token-act-pair,2.53,0.0166168212890625," basis, done, shirts, rible, anked","zyk, ivities,  cytometry,  lent, ondo"
2,30677," references to actions, techniques, or judgments related to education, guidance, or performance",gpt-4o-mini,oai_token-act-pair,1.416,0.03298536936442057," themselves,  together, adies, Conclusions,  respective","ŀ, ¿, ², ľĵ, ĨĴ"
2,30763, references to significance and warnings in context,gpt-4o-mini,oai_token-act-pair,1.972,0.01837158203125,"cel, yne, indexOf, inar,  please"," concluding, Īĺ,  Year, ators, >("
2,30932, punctuation marks and symbols,gpt-4o-mini,oai_token-act-pair,4.083,0.0015411376953125,"¸, ¼, ½, Ļ, unnumbered","ies,  Associates,  {#, wagen, ismic"
2,31835,words related to athletic achievements and participation in sports,gpt-4o-mini,oai_token-act-pair,2.779,0.01413663228352865,"ship, who, chief, jee, geant","Ĵ, ī, 

    ,                                                                           ,                  "
2,31972,elements related to music and performance in a variety of settings,gpt-4o-mini,oai_token-act-pair,4.425,0.006282806396484375," music,  songs,  singing,  sung,  musical"," DOI,  NHS,  Privacy,  vaccine, amacare"
2,32017, references to technical specifications and advancements in technology,gpt-4o-mini,oai_token-act-pair,1.278,0.08554999033610027," stakes, rive,  worthwhile, ())), .<","Į, ļ, ¯, Ĥ, ¢"
2,32167, strings that represent country names and their associated identifiers,gpt-4o-mini,oai_token-act-pair,0.932,0.05177625020345052,"production, tering,  wherein,  HERE,  (`","ĥ½, ¤, quito, acer, Ĺ"
2,32229,statistical and analytical terms related to research data,gpt-4o-mini,oai_token-act-pair,1.881,0.02589225769042969,"))^, !),, ),, ))/, ,)",""";, ."";, essential, .âĢĿ, 
ĉ
"
2,32256,references to technical data and formal documentation,gpt-4o-mini,oai_token-act-pair,1.109,0.02508354187011719,"etine,  Ranch,  aid,  rub, iella","ľĵ,  instance,  feature, while, done"
2,32349,references to familial relationships and personal connections,gpt-4o-mini,oai_token-act-pair,2.01,0.05136617024739584," baby,  caregiver,  mother,  married,  girl"," offline, imits, extend, ipeline, ITION"
3,1812, complex legal terms and organizational identifiers,gpt-4o-mini,oai_token-act-pair,43.701,0.02046330769856771," fundament,  este,  polÃŃ, orph,  aboard","ĥ½, 

                                         , <|outofrange|>, 
ĉ     , 
                                                                                                "
3,2961, references to particular document formats or methodologies,gpt-4o-mini,oai_token-act-pair,2.372,0.01025581359863281,"ics, ists, arian, arians, al","istar,  %>,  %{,  _________,  msgid"
3,3339, references to specific entities or terms related to planning and management contexts,gpt-4o-mini,oai_token-act-pair,2.292,0.01604461669921875,"ĨĴ, ·¸, ģ, ĭ, Ĥ","""}](#,  behalf, ETHOD,  controls, ""){"
3,3637, key terms related to legal proceedings and opinions,gpt-4o-mini,oai_token-act-pair,31.547,0.02009963989257812," fundament,  polÃŃ,  este,  aboard, orph","ĥ½, ¿½, 

                                         , 
                                                                                                , 
ĉ     "
3,5355,legal terminology related to liability and warranties,gpt-4o-mini,oai_token-act-pair,59.604,0.02051417032877604," fundament,  polÃŃ,  este,  aboard, orph","ĥ½, 

                                         , 
ĉ     , 
                                                                                                , <|outofrange|>"
3,10037," instances of the word ""try"" and its variations in different contexts",gpt-4o-mini,oai_token-act-pair,6.407,0.001644134521484375,"outs,  unsuccess, ptic, out,  harder","Ļª, igned,  shall,  variance,  fringe"
3,10912,phrases that emphasize empathy and understanding of human emotions,gpt-4o-mini,oai_token-act-pair,2.58,0.04181480407714844," himself,  his, himself,  beard,  he"," respectively, ){#, ^](#, ))/(-, :`"
3,20209,references to programming and technical specifications,gpt-4o-mini,oai_token-act-pair,3.762,0.1638628641764323,"ictions, annels,  held,  alone,  const","ĥ½, =======================, ---------------------, 1451450014514500, ------------------------"
3,20709,phrases and details related to specific quantities and financial implications,gpt-4o-mini,oai_token-act-pair,1.493,0.04264132181803385,".âĢĿ, .""), )"">, ."");, ."").","ĥ½, 

                   ,                                           , 
           ,                                        "
3,21809, expressions of gratitude and friendship,gpt-4o-mini,oai_token-act-pair,67.904,0.01880296071370443," fundament,  polÃŃ,  este,  aboard, orph","ĥ½, ¿½, 

                                         , 
ĉ     , 
                                                                                                "
3,24638,specific words related to locations and geographical names,gpt-4o-mini,oai_token-act-pair,2.876,0.0102535883585612,"ŀ, ·¸, ´, »¿, ĸ","$/, ifies,  therapeutic, =>,  adult"
3,25759, technical terms and classifications related to biochemical processes and methodologies,gpt-4o-mini,oai_token-act-pair,1.9,0.01858075459798177,"ª, ³, ·, Ļ, ©"," favor, adays,  behalf, abouts,  liking"
3,26022,elements related to storytelling and plot development,gpt-4o-mini,oai_token-act-pair,2.467,0.02417882283528646," revenge,  kidnapped,  innocence,  mysterious,  kidn","[\#, rams, roup, Extensions, TeX"
3,29565, references to emotional states and interpersonal relationships,gpt-4o-mini,oai_token-act-pair,14.651,0.02448399861653646," underlying,  este,  positively,  fact,  entire","ĥ½, 
ĉ     ,                 , 

                                         , 

          "
3,32520," verbs and actions related to reporting, describing, and responding to events",gpt-4o-mini,oai_token-act-pair,3.205,0.01112047831217448,"hift, creen, pace, chool, earch"," whom, pling, [\#, shire,  backs"
4,0, email addresses or contact information within the document,gpt-4o-mini,oai_token-act-pair,4.136,0.01773770650227864,"@, \@, gmail,  dot, ibrary","ĥ½, <|outofrange|>,                                  ,                                                                          ,                            "
4,14, code syntax elements related to programming and data structures,gpt-4o-mini,oai_token-act-pair,3.734,0.01974836985270182," words,  noun,  grammat,  grammar,  phrases","ĻĤ, ļ,                                                                          , 
                                        ,                                                              "
4,182,monetary values or financial figures,gpt-4o-mini,oai_token-act-pair,5.486,0.02159690856933594," B,  b, B,  BN,  BF","nez,  grandmother,  Virt, ento, urai"
4,218, technical instructions or commands related to color and graphics settings,gpt-4o-mini,oai_token-act-pair,4.944,0.02193514506022136," color,  colors,  Color,  RGB, color"," sepsis,  hostage,  premises,  pept, openssl"
4,408,phrases and terms related to high-ranking positions and notable achievements in organizations or government,gpt-4o-mini,oai_token-act-pair,4.418,0.01092751820882162," secretary,  chairman,  president,  Chief,  ambassador","collapse, tons, \), ighed,  similarities"
4,478,"elements related to structured data, such as lists, arrays, or metadata formats",gpt-4o-mini,oai_token-act-pair,6.719,0.01524225870768229," W, W, º, », ĻĤ"," Armenian, atar,  ig,  Ped, ynthetic"
4,820," references to ""walls"" or ""wallpapers"" in a context involving features or options for customization",gpt-4o-mini,oai_token-act-pair,4.412,0.01304181416829427," .,  ,,  ),,  ).,  .""","[@, )[@, --, ,[@, »"
4,859, terms related to professions and professional roles,gpt-4o-mini,oai_token-act-pair,2.684,0.0100555419921875,"ally, al, ality, als, ary","

               , 
                                                                                                ,                        , <|outofrange|>,                                                                                                                                                                                                                                                                 "
4,975,elements related to product details and identifiers,gpt-4o-mini,oai_token-act-pair,3.492,0.009542147318522135," Polish,  Poland,  Warsaw, ÅĤ,  Lithuan"," HT,  Hunter,  Henderson,  Hampton,  Hilton"
4,1187, instances of political or social activism and conflict,gpt-4o-mini,oai_token-act-pair,2.967,0.03675746917724609," violence,  protesters,  massacre,  victims,  riot","ľĵ, Īĺ, İ, ¦, ĸ´"
4,1402, discourse related to legal agreements and negotiations,gpt-4o-mini,oai_token-act-pair,2.789,0.02413749694824219," mutually,  mutual,  friendship,  together,  rivalry","ĨĴ, ¥, ½, Ń, ľĵ"
4,1645, keywords and language related to legal or regulatory contexts,gpt-4o-mini,oai_token-act-pair,5.494,0.01136684417724609," (,  ((,  (-,  ("",  (.","¿½, _."", Ĥ¬, ı, Į"
4,1894,expressions of frustration related to personal experiences and challenges,gpt-4o-mini,oai_token-act-pair,2.272,0.05857499440511068," etc,  dont,  didnt,  doesnt,  thats","Ŀ, ĸ, ·¸, ·, ĳ"
4,2005, terminology and concepts related to molecular biology and pharmacology,gpt-4o-mini,oai_token-act-pair,3.59,0.00991217295328776,"Ī, ¦, ľ, ¹, ¿½","abbath, igion,  recept, oretic, ÃŃvel"
4,2417, phrases indicating duration or time,gpt-4o-mini,oai_token-act-pair,7.942,0.009484608968098959," awhile,  years,  decades,  longer,  period","İ, ħ, §, ĨĴ, į"
4,2836,code-related terminology and instructions,gpt-4o-mini,oai_token-act-pair,2.663,0.03155676523844401,"                                                                   , <|outofrange|>,                                                                     ,                                                         , 
                                     "," theorem,  invariant,  developing,  candidate,  Results"
4,3062, references to societal expectations and responses,gpt-4o-mini,oai_token-act-pair,3.386,0.01901690165201823," âĢĶ,  (@,  ÂĹ,  âĢķ,  plaintiffs","\"", ',', âĢī, Âł
, *âĢĲ"
4,3128,mentions of various county law enforcement or government offices,gpt-4o-mini,oai_token-act-pair,6.534,0.00155798594156901," Sheriff,  Clerk,  sheriff,  Jail,  Commission","·¸, į, », ¼, ĳ"
4,3201, numerical information and data formats,gpt-4o-mini,oai_token-act-pair,4.196,0.08933099110921223," autres,  undercover, neath, AndroidRuntime,  spam"," breaks,  coming,  respect, verted,  followed"
4,3331, references to online or digital communication mediums,gpt-4o-mini,oai_token-act-pair,6.256,0.009798049926757812," J, J,  j,  JD, JD"," Edmonton,  Calgary,  Strat,  Saskatchewan,  Alberta"
4,3462,references to comparisons and relationships between concepts,gpt-4o-mini,oai_token-act-pair,1.351,0.02060286204020182," respective,  mutually,  different,  differing,  separately","áĢº, áĢ¯, áĢ¬, æģ¯, å¥³"
4,3587, references to programming interfaces and documentation related to Linux,gpt-4o-mini,oai_token-act-pair,3.951,0.01121997833251953," :,  ;,  ?,  ?"",  !""","âĢĲ, ^[@, âĢĶ, âĢĳ, .^[@"
4,3650,references to formal organizations and processes,gpt-4o-mini,oai_token-act-pair,1.974,0.01635265350341797,"ĻĤ, Ĥ¬, ¨, Ļª, ĵ"," cuisine, ilee,  flora, innati,  paintings"
4,3707,specific brands or products related to home and garden items,gpt-4o-mini,oai_token-act-pair,2.384,0.02004273732503255,"aceae,  Records,  Productions,  Studios,  Laboratories","ģ, ¸, Ĥ¬, §, Ļ"
4,3950, phrases related to events or actions that involve changes in state or condition,gpt-4o-mini,oai_token-act-pair,5.943,0.00611114501953125,"², ¬, ŀ, Ĵ, »","={, =âĢĿ, ements, =""#, =."
4,4195," the presence of the word ""the"" in various contexts",gpt-4o-mini,oai_token-act-pair,8.284,0.007792154947916667," same,  easiest,  usual,  hardest, rapeut","ĥ½, ĻĤ, ¹, º, į"
4,4232,questions about the responsibility and processes related to education and legal standards,gpt-4o-mini,oai_token-act-pair,2.791,0.04549121856689453," conjecture,  hypotheses,  assertions,  hypothesis,  reasoning","ĨĴ, Ļª, »¿, ĥ½, ¥"
4,4365,mentions of personal belongings and their sentimental value,gpt-4o-mini,oai_token-act-pair,2.703,0.06036853790283203," hadn,  was,  had,  belonged,  lacked","Ļª, »¿, ª, ½, ľĵ"
4,4427,symbols and characters that indicate structure in the text,gpt-4o-mini,oai_token-act-pair,3.773,0.009113629659016928,"  ,    ,     ,  č,  
","ÂĴ,  \[[,  Âĵ,  [âĢ¦], .âĢľ"
4,4451,words and phrases related to specific titles and roles within sectors like media and entertainment,gpt-4o-mini,oai_token-act-pair,2.602,0.01242574055989583,"hurst, starter, heads, head, horn"," interleukin,  slightest,  strept,  latitude,  PubMed"
4,4464,terms related to the concept of permanence or ongoing status,gpt-4o-mini,oai_token-act-pair,7.17,0.002472241719563802," unchanged,  intact,  unaffected,  untouched,  undetect","Ħ, ķ, ĥ½, ĥ, ¥"
4,4501,mentions of specific individuals and organizational roles related to legal or official contexts,gpt-4o-mini,oai_token-act-pair,3.849,0.009781201680501303," announced,  merged,  broke,  began,  approached"," depends, ureus,  isn,  recent,  doesn"
4,4881, instances of positive performance and evaluation in relation to specific entities or subjects,gpt-4o-mini,oai_token-act-pair,3.828,0.009633064270019531," susceptible,  dominant,  relatively,  predominantly,  inherently","Ħ, Ŀ, »¿, ģ, ĻĤ"
4,5403,"variations of the word ""drunk"" and related expressions",gpt-4o-mini,oai_token-act-pair,3.704,0.006737073262532552,"etts, iewicz, enzie, ovic, erville","naments, izations, ACP,  such, isations"
4,5592,references to legal proceedings and characters involved in court cases,gpt-4o-mini,oai_token-act-pair,3.865,0.02033392588297526," questioned,  stated,  testified,  inquired,  informed","Ļª, »¿, Ĺ, ĻĤ, Ģ"
4,5654, timestamps and numerical data associated with events,gpt-4o-mini,oai_token-act-pair,3.986,0.01230398813883463," Olympic,  athletes,  medal,  medals, Olympic"," debtors,  MRSA,  debtor,  tenants,  Tax"
4,5670,legal terminology related to contracts and obligations,gpt-4o-mini,oai_token-act-pair,1.316,0.03139273325602213," itself, ³, ·, ļ,  its"," eds,  Posted, à«ĩ, Their,  They"
4,5708,references to types of milling equipment and their applications,gpt-4o-mini,oai_token-act-pair,2.717,0.03107134501139323," manufacturing,  Manufacturing, manufact,  manufact,  industrial","obbsee,  sanctuary,  Facebook,  hippocampal, ľĵ"
4,6073,terms related to health conditions and their implications,gpt-4o-mini,oai_token-act-pair,2.13,0.02110576629638672," thereof,  accordingly,  alike,  thereto,  therefrom","Ĥ¬, ĳ, Īĺ, ĥ½, İ"
4,6097,physical and biological effects related to substances or conditions,gpt-4o-mini,oai_token-act-pair,2.835,0.01443322499593099," 3,  2,  4,  5,  6",",âĢĶ,  (âĢľ, âĢĶ', âĢĶ"",  ("""
4,6185, phrases related to sports seasons and game statistics,gpt-4o-mini,oai_token-act-pair,4.965,0.001777331034342448," opener,  finale, ally,  premiere, ality","à°¿,  Circuit, fony, cpy, >()"
4,6290, phrases indicating legal or ethical violations,gpt-4o-mini,oai_token-act-pair,4.929,0.01635424296061198,"ment, able, EMENT, atory, ability","""}](#, )|^,  averages,  prepares,  slow"
4,6333, concepts related to documentation and classification,gpt-4o-mini,oai_token-act-pair,2.045,0.01359176635742188," football,  basketball,  soccer,  television,  telecommunications","&=, ringes, VALUE,  EXPECT, UTE"
4,6662,names of geographical locations or entities,gpt-4o-mini,oai_token-act-pair,2.958,0.008998870849609375," Sweden,  Stockholm,  Swedish,  Norwegian,  Oslo","», <|outofrange|>, 
                           ,  
         ,              "
4,6750, references related to geopolitical tensions and conflicts involving Iran and Israel,gpt-4o-mini,oai_token-act-pair,3.98,0.005956649780273438,"ians, istan, ian, 's,  itself","ĻĤ,  
    , 
                               , 

                 ,                                                                              "
4,6798,terms related to legal and compliance issues,gpt-4o-mini,oai_token-act-pair,3.637,0.02264690399169922," to,  thereto, to, To,  To","ĥ½,                                                               , 

      ,                                                                  , 
              "
4,7118," names of individuals or entities, particularly those related to notable actions or events",gpt-4o-mini,oai_token-act-pair,2.473,0.01211738586425781,"croft, ford, lyn, lane, idge","ties, backs,  teeth,  feet, ted"
4,7179,patterns of alphanumeric codes or identifiers,gpt-4o-mini,oai_token-act-pair,2.711,0.006380399068196614,"ORN, OV, KS, DE, UST","¿½, <|outofrange|>, 

     , <|padding|>, 
                                     "
4,7232,"terms and references related to religious rituals and symbols associated with purity, particularly in the context of cultural ceremonies",gpt-4o-mini,oai_token-act-pair,1.613,0.01520983378092448," ritual,  Sanskrit,  rituals,  Greek,  goddess","atinib,  monitoring,  Funding,  NIH, illion"
4,7466,references to legal proceedings and court rulings,gpt-4o-mini,oai_token-act-pair,3.972,0.01715024312337239," justices,  ruling,  rulings,  judges,  unanimously","medium, album,  medium, \#, nÃ©e"
4,7633, expressions of advice and encouragement in relationships,gpt-4o-mini,oai_token-act-pair,2.51,0.02499739329020182," also,  furthermore,  additionally,  even,  moreover","į, Ļª, º, Ĵ, ĥ½"
4,7872," references to events or actions connected to Mexico, particularly those with historical or political significance",gpt-4o-mini,oai_token-act-pair,2.873,0.004642168680826823," City, City,  Territory,  city, town","                               , 
                                                 ,                           , č
       ,                                                          "
4,8019, phrases related to financial transactions and agreements,gpt-4o-mini,oai_token-act-pair,2.911,0.01682662963867188," for, for,  For, For,  FOR","·, Ł, °, », į"
4,8272,technical terms and metrics related to performance analysis,gpt-4o-mini,oai_token-act-pair,6.875,0.01973565419514974," F, F,  f,  FS,  FF","rol,  Tibetan,  Nepal,  Nep, Äį"
4,8291, terms related to administrative and organizational structures,gpt-4o-mini,oai_token-act-pair,1.984,0.07946268717447917,"hers, ounder, ancellor, rendum, omycin","¸, °, ĳ, ĩ, ¢"
4,8328, phrases related to measurement and quantification in various contexts,gpt-4o-mini,oai_token-act-pair,0.972,0.0332940419514974," offence, >`, )',, )"",,  '')","
    , 
                                       , <|outofrange|>,                                                                                                                                                                                                                                 ,  
         "
4,8362,quoted dialogue or conversational exchanges,gpt-4o-mini,oai_token-act-pair,1.603,0.08916791280110677," 
         , <|outofrange|>,                                           , 
                                ,           
 ","boarding, âĢĿ), âĢĿ),, Äĩ,  âĢĺ"
4,8675,sentences conveying emotional or dramatic content related to violence or conflict,gpt-4o-mini,oai_token-act-pair,2.293,0.03650474548339844," pictures,  photographed,  footage,  pictured,  photograph","ģ, §, ŀ, ¯, ĥ"
4,8781,specific geographic locations or landmarks,gpt-4o-mini,oai_token-act-pair,2.339,0.01405048370361328," Awards, ypse, ale,  Award,  Studios"," 
       , 
       , 
                               , <|outofrange|>, 
                             "
4,9250,weather-related phenomena and their impacts,gpt-4o-mini,oai_token-act-pair,4.108,0.02531496683756511," storms,  hurricane,  weather,  meteor,  Weather"," oligonucleotide,  associative,  ethical,  privileges,  penis"
4,9477, proper names and specific identifiers,gpt-4o-mini,oai_token-act-pair,4.345,0.008323351542154947,"ovic, udeau, iewicz, hof, owski","ģ, 
  
 ,                                              , <|padding|>,   
   "
4,9532, references to urban development and planning projects,gpt-4o-mini,oai_token-act-pair,1.752,0.02344576517740886," Township,  Interstate,  Arkansas,  downtown,  statewide"," tumour,  tumours,  haem,  recognise,  randomised"
4,9649, references to directories and listings related to specific organizations or institutions,gpt-4o-mini,oai_token-act-pair,1.335,0.02386156717936198," lists,  listed,  listings, listed,  listing","ŀ, į, ¹,  paraly, µ"
4,9723, present participles and gerunds related to various actions,gpt-4o-mini,oai_token-act-pair,3.084,0.008810043334960938," capacity,  techniques,  capacities,  habits,  abilities","
          , 

     ,                                                                       , 
  Âł,                                         "
4,9737,questions,gpt-4o-mini,oai_token-act-pair,2.903,0.0225222905476888," Lastly,  Finally,  Secondly,  There,  Also","bol, boarding, ligt, ,^[@, Å¾e"
4,10010," themes related to family, love, and the human experience across generations",gpt-4o-mini,oai_token-act-pair,2.576,0.02740828196207682," epic,  narrative,  bleak,  backdrop,  realities","§, Īĺ, ĻĤ, ¡, Ħ"
4,10067, specific terms related to cybersecurity discussions,gpt-4o-mini,oai_token-act-pair,3.477,0.08986600240071614,")$), imester, iston, forth, ))/((-","ĥ½, ĸ´, 

      ,                                      ,                                                                                                                                                                                                                                 "
4,10318," specific programming constructs, particularly those related to method definitions and properties in code",gpt-4o-mini,oai_token-act-pair,5.448,0.005235036214192708," @, @,  (@, (@, @{","ļ, ĸ´, »¿, ĨĴ, âĢĲ"
4,10601,content related to criticism and personal attacks,gpt-4o-mini,oai_token-act-pair,3.855,0.01798343658447266,")."", )., !)., ?)., ),","¿½, ľĵ, ĥ, Ĥ¬, ĥ½"
4,11065,"health-related symptoms and conditions, particularly those associated with breast health",gpt-4o-mini,oai_token-act-pair,2.213,0.03192933400472005,"
, Ļª, 
  ,                                                                                                                                                                                                                                 ,                                      ",".\[[@, .[^, >"",, _."", .""_"
4,11163,the infinitive form of verbs,gpt-4o-mini,oai_token-act-pair,6.138,0.007728894551595052,"pless, pping, ppen, wered, ilers","hole, msgstr,  thereto,  to, antry"
4,11357,references to technological terms and jargon,gpt-4o-mini,oai_token-act-pair,1.267,0.04878648122151693,"lining, anium,  ANN, verting, then","Ļª,  
   , 

    ,                                  , <|outofrange|>"
4,11360,financial figures related to relief efforts and government actions,gpt-4o-mini,oai_token-act-pair,1.209,0.03298219045003255,"ĥ½, 

                    , <|outofrange|>, <|outofrange|>, 
  "," âĻª"", )âĢĶ, ÂĹ, âĢĶ, .^[@"
4,11410,geographical locations and street names,gpt-4o-mini,oai_token-act-pair,1.278,0.05705420176188151,"č
                   ,  
           ,                                                                        ,  
     ,                                   ","orld, izumab, 000001, interface, FTWARE"
4,11540," the verb ""be"" and its variations in different contexts",gpt-4o-mini,oai_token-act-pair,6.3,0.009291966756184896," able, friend,  acquainted,  aware,  afraid","Ħ, Ī, Ŀ, ¥, ī"
4,12234, phrases related to law and legal issues,gpt-4o-mini,oai_token-act-pair,5.038,0.02019755045572917," the, the,  THE,  The, The","į, ī, xymatrix, ,[, [,"
4,12420,conversations about mental health and self-perception,gpt-4o-mini,oai_token-act-pair,4.909,0.07888730367024739," her,  she,  herself,  She,  hers"," */, */, \]-,  */,, \]\]."
4,12440,numerical values and format specifications in a structured context,gpt-4o-mini,oai_token-act-pair,5.789,0.01066907246907552," [, [, [/,  [[,  *[","âĢ¢,  \', documentclass, --"",  âĢ¢"
4,12501,elements related to location and spatial features,gpt-4o-mini,oai_token-act-pair,2.649,0.04524072011311849," rooms,  doors,  halls,  campus,  apartment","«, ¿½, Ĥ, į, ĩ"
4,12648, events and activities related to social gatherings or performances,gpt-4o-mini,oai_token-act-pair,2.605,0.04248364766438802," attendees,  festival,  attendance,  organizers,  concerts","¢, ĩ, ģ, Ĩ, į"
4,12695, references to people and their relationships,gpt-4o-mini,oai_token-act-pair,3.16,0.009633700052897135," allegedly,  resided, stood,  reside,  resides","Ļª, Ŀ, ľĵ,  
        ,                                        "
4,12941,numerical data and financial indicators,gpt-4o-mini,oai_token-act-pair,9.571,0.1454540888468424,"castle, iston, thereum, ermo,  crime","iors, itals, »¿,  respect, ĸ´"
4,12964,phrases related to venues and event spaces,gpt-4o-mini,oai_token-act-pair,1.155,0.04523658752441406," etc,  ecology,  social,  respectively, ensory","ī, Ĥ¬, Ī, Į, ĥ½"
4,13489,terms related to legal rulings or controversies,gpt-4o-mini,oai_token-act-pair,3.705,0.06610616048177083," Â£,  tumour,  tumours,  recognise,  realised","eanor,  <-,  Plaintiffs, ÂĹ, Īĺ"
4,13547,terms related to legal definitions and statutes,gpt-4o-mini,oai_token-act-pair,3.378,0.0188751220703125," abbrev,  surname,  terminology,  meanings,  phrase","ľĵ, ļ, ĻĤ, Īĺ, µ"
4,13675,references to ethical considerations regarding the influence of external authorities on children,gpt-4o-mini,oai_token-act-pair,3.603,0.04178333282470703," "",  ""[,  ""...,  ""`,  ""*",",âĢĻ, .âĢĻ, ?âĢĻ, .âĢĻâĢĿ, âĢĻ."
4,13706,numeric values related to financial amounts and statistics,gpt-4o-mini,oai_token-act-pair,5.374,0.0173489252726237," 200,  400,  300,  250,  500","©, ¢, ·¸,                   ,                            "
4,13839,information related to creative works and artistic expression,gpt-4o-mini,oai_token-act-pair,1.178,0.02238368988037109," respectively,  their,  theirs, thems, their","ĻĤ, Ģ, Ī, Ł, ĨĴ"
4,13841,"references to military honors and awards, particularly those related to health and safety issues",gpt-4o-mini,oai_token-act-pair,4.442,0.01720205942789714,"ħ, Ľ, ĥ, ł, ľĵ","hip, pancy, fecture, culation, urity"
4,14046,mentions of football clubs and player statistics,gpt-4o-mini,oai_token-act-pair,4.79,0.01831118265787761," footballers,  FIFA,  Arsenal,  Football,  footballer"," hemp,  $%,  fiber,  Plaintiffs,  vapor"
4,15025,terms related to legal or regulatory contexts,gpt-4o-mini,oai_token-act-pair,1.382,0.03939056396484375,"
, Âł
, 
Č, aped, 
ĉĉ","idenote,  unpublished, rich, Ģ,  speculate"
4,15313,references to male individuals or characters,gpt-4o-mini,oai_token-act-pair,5.184,0.01256402333577474," who,  whom,  whose,  named, who","
                                      , 
                            , 
                       ,                                                                 , 

         "
4,15672,phrases related to accidents or collisions involving vehicles,gpt-4o-mini,oai_token-act-pair,1.152,0.04786459604899088,"burst,  exploded, ignon,  deton,  ignition","ĩ, ĥ, Ł, ĥ½, Ĥ"
4,15831, technical terms related to medical equipment and procedures,gpt-4o-mini,oai_token-act-pair,2.768,0.007891337076822916,"illar, illance, ield, Y, illin","·, ĥ½, ½, ·¸, ±"
4,16055,requests for help or guidance related to technical or operational issues,gpt-4o-mini,oai_token-act-pair,1.157,0.007141431172688802," my,  myself,  :(,  :),  ","ĥ, .âĢĻâĢĿ, âĢĿ)., 
Č      , č
        "
4,16530,references to familial relationships and lineage,gpt-4o-mini,oai_token-act-pair,2.071,0.01247946421305338," William,  himself,  Charles,  Edward,  Henry"," offline, fony,  zone,  TeV,  hydration"
